q_id,processed_query
4351,"где я могу взять квитанцию, что я например оплатила заправку?"
4352,не возможно выбрать на карте заправку
4353,почему за покупку топлива начислен 0
4354,в момент заправки
4355,"могу ли оплатить картой на заправке и получить кэшбек, который вот не давно вышел, у меня это 00 и xxxxx"
4356,"хотел взять самокат, но вылезла ошибка"
4357,как оплачивать на альфа заправке? лукойл есть?
4358,"здравствуйте, хочу узнать почему кэшбэк на азс начислился 0 и 0.0 , если по сервису должен был быть 00"
4359,подскажите в этом месяце мне начисляться кэшбэк за заправки?
4360,почему заправившись два раза подряд на газпромнефть не получается кэшбэк 00
4361,за заправку на азс трэвел
4362,не заправляет колонка
4363,где кеш за заправку
4364,добрый вечер! подскажите порядок действий на заправке? с помощью приложения. альфа заправки. спасибо.
4365,вопрос по заправкам
4366,когда я увижу дополнительный кэшбэк от сервиса заправки?
4367,я через приложение заправила машину. когда начисляется кэшбек
4368,подскажите пожалуйста кэшбэк за заправку где указывается?
4369,почему за альфа заправки начислен маленький кэшбек
4370,"здравствуйте оплачивал через приложение заправку на газпром но колонка не работает, в итоге не залил топливо операция в обработке, можно отменить"
4371,почему кэшбэк на заправки не распространяется на ннк?
4372,почему кэшбэк от xxxxx не 00 ??
4373,"добрый день, подскажите, каким образом суммируется кэшбэк из категории заправки 0 и в сервисах до 0"
4374,кешбек за азс
4375,"если заправка была не 0000,а 0000.кэшбэк будет только за 0000 или не будет вообще? из за большей суммы."
4376,подскажите почему я не могу войти через приложение и заправлять машину
4377,сейчас какие условия по запракам
4378,заправился через приложение
4379,какой кешбек за топливо на заправках газпромнефть
4380,"можно ли в один день оплатить топливо, а заправиться в другой?"
4381,какой кэшбек начислится за заправку
4382,"информационное сообщение. партнер сообщил, что решил ваш вопрос. сообщите, пожалуйста, если это не так.. 00 сентября 0000 00 00 партнёр не решил вопрос, деньги не вернули за заправку через сервис азс от 00 августа 0000,00 руб."
4383,где мой кэшбека за заправку на тебойл
4384,"мне совершенно непонятно, как пользоваться категорией сервис заправки"
4385,как получить чеки по заправке
4386,выдало чек с ошибкой
4387,"отделение работает плохо, полтора менеджера на зал"
4388,эльвина и роишан
4389,проходка в бизнес зал
4390,"у меня alfa only,но нет такого меню с бизнес залами и тд"
4391,есть ли у меня право прохода в бизнес залы аэропорта?
4392,"добрый день! подскажите, есть ли какая то скидка при покупке бизнес лаунжа в аэропорту домодедово клиенту альфа банка"
4393,рестораны и бизнес залы
4394,условия получения компенсации
4395,"здравствуйте, не высвечивается чек в 0 ух походах в ресторан в аэропорту"
4396,"подскажите действуют ли проходки в бизнес зал в аэропорту самары и что нужно сделать для того чтобы пройти в бизнес зал я, жена и ребенок 0 года"
4397,проход в бизнес залы
4398,сколько 0 визит стоит в бизнес зал
4399,"но у меня нет в этом месяце визитов, они списались."
4400,здравствуйте как скомпенсировать поход в ресторан в аэропорту?
4401,"да, вчера прислал чек по ресторану из аэропорта, так же приложен билет на самолет"
4402,"подскажите, а есть доступ к бизнес залам ?"
4403,здравствуйте. что за привелегия на сентябрь? дополнительно кэшбэк кафе рестораны по бизнес карте
4404,"если компенсация будет сентябрем, у меня тогда вместо двух проходов в бизнес зал и рестораны останется один ?"
4405,"доброе утро. подскажите пожалуйста, мне доступен бизнес зал альфа онли в шереметьево с?"
4406,"здравствуйте, есть ли у меня проходы в бизнес зал"
4407,как компенсировать затраты на ресторан в аэропорту?
4408,здравствуйте я выбрала банк зарплатным у меня есть спец условия доступ в бизнес залы и компенсация чека до 0 тыс в ресторане аэропорта можете рассказать порядок получения этой льготы?
4409,сколько человек можно провести в бизнес зал
4410,это все залы партнеры альфа?
4411,почему не получается компенсировать покупку в ресторане на территории аэропорта?
4412,"приналичии ареста 0 тыс руб, могу ли я подключить пакет и получить компенсацию за проход в бизнес залы?"
4413,сколько у меня проходок в бизнес зал
4414,"здравствуйте. мне доступны два визита в бизнес залы аэропортов, хочу уточнить. могу ли я их использовать для прохода в бизнес зал международного терминала аэропорта уфа?"
4415,что за сообщение об ошибке компенсации
4416,прошу компенсировать ресторан в аэропорту
4417,добрый день у меня есть проход в бизнес зал?
4418,добрый день! мне доступен проход в бизнес зал аэропорта?
4419,бизнес зал аэропорт
4420,возможно ли милями купить проход в бизнес зал в аэропорту?
4421,а почему я не вижу возможность компенсировать поездку 00.00?
4422,сколько у меня проходов в бизнес зал
4423,как компенсировать проход в бизнес залы
4424,как пользоваться проходом в бизнес зал с картой альфа топ
4425,"добрый день! я оплачивал пропуск в бизнес зал, в аэропорту. хотел бы уточнить будет ли возврат дс по ним?"
4426,хочу узнать про визиты в аэропортах
4427,в частности проходы в бизнес залы аэропорта
4428,доступ в бизнес залы при каких условиях?
4429,здравствуйте! сколько у меня проходов в ресторан аэропорта? и на какую сумму чека возвращаются деньги?
4430,"00.00.00 был визит в шоколадницу shok sheremetevo в аэропорту шереметьево, но деньги не вернулись за визит"
4431,"добрый день, можно к карте номер 0000000000000000, привязать другой номер телефона"
4432,"здравствуйте, как можно сменить номер для подтверждения оплаты"
4433,может быть два номера привязано к карте?
4434,"добрый день, скажите пожалуйста, как можно привязать к карте ещё один мой номер телефона?"
4435,могу ли изменить номер телефона к которому привязана карта
4436,я хотел спросить можно сменить телефон номер к карте
4437,не меняется номер для уведомления
4438,как поменять номер телефона в приложении
4439,а можно ли привязать дебетовую карту к другому номеру телефона?
4440,"здравствуйте, как поменять номер телефона на детской карте?"
4441,"добрый день! подскажите пожалуйста, как можно сделать так, чтобы смс и уведомления приходили не на мой номер а на другой ?"
4442,хочу изменить номер телефона
4443,"привязан другой номер телефона, сейчас я не вижу свои счета"
4444,как поменять номер телефона на детской карте
4445,изменить номер для входа и операций
4446,здравствуйте я хочу поменять номер телефона привязанный к моему аккаунту
4447,как позвонить в банк для смены номера телефона
4448,проблема со сменой номера
4449,подтвердить номер телфона
4450,здравствуйте подскажите могу ли я сделать свои дебетовые карты на разные номера счетов и к одной из них привязать другой номер телефона для уведомлений?
4451,"сменил оператора сотовой связи, номер остался тот же. как привязать номер?"
4452,можно ли привязать ещё один номер к карте?
4453,"здравствуйте, как заменить номер телефона?"
4454,хочу переприаязать номер
4455,добрый день! хочу что бы основной номер телефона для этого аккаунта был
4456,здравствуйте! как привязать еще один номер телефона к карте?
4457,какого числа я могу обновить номер телефона?
4458,у меня номер сменился
4459,что нужно взять с собой в офис чтобы изменить номер телефона у ребенка в телефоне
4460,"здравствуйте , оформил детскую карту на ребенка, но указал номер своего телефона, теперь он не видит её у себя в приложении, как сделать, чтобы поменять номер в приложении, чтобы он смог видеть свою карту в приложении"
4461,поменять номер надо
4462,"светится, что не перенесён основной номер"
4463,как подтвердить номер телефона
4464,"здравствуйте , как узнать какой номер телефона привязан к счету"
4465,как привязать другой номер к карте
4466,у меня сменился номер можете его поменять в приложении ?
4467,"там 0 телефона указано. уведомления на мой номер, а ее номер указывали при регистрации карты"
4468,"добрый день. не могу поставить ватсап, не видит новый номер"
4469,какой у меня привязан номер телефона к моему счету
4470,как заблокировать старый номер
4471,"здравствуйте! мне нужно прикрепить карту к другому номеру. можно ли это сделать онлайн, может по видеосвязи?"
4472,когда сменят старый номер на новый ?
4473,привязать дополнительный номер телефона
4474,как привязать другой номер к лк банка
4475,как узнать свой реквизит счета карты
4476,бик и расчётный счёт
4477,здравствуйте как мне узнать номер расчетного счета карты ?
4478,здравствуйте как мне узнать номер моего счета ?
4479,где можно посмотреть расчетный счет
4480,как узнать номер договора
4481,рассчетный счет
4482,не вижу номер детской карты
4483,"здравствуйте, как узнать реквизит карты?"
4484,здравствуйте. мне нужны реквизиты карты.
4485,где найти мне бик карты ????
4486,жду номер токена
4487,реквизиты текущего зарплатного счета
4488,как взять реквизиты банковского счёта
4489,реквизиты моей карты
4490,нужны полные реквизиты карты
4491,"здравствуйте, помогите, пожалуйста, найти мои реквизиты для пополнения карты 0000"
4492,где посмотреть сведения о счетах
4493,реквизиты моей карты полностью где посмотреть?
4494,где найти реквизиты счета дебетовой карты
4495,как взять реквизиты счета моей карты мир в приложении альфа с печатью в пдф формате?
4496,"добрый день! подскажите, где я могу посмотреть номер расчетного счета?"
4497,добрый день. хотелось бы узнать пришло ли уточнение реквизитов?
4498,срочно нужны реквизиты карты
4499,"здравствуйте, как узнать счёт карты"
4500,не открываются реквизиты
4501,здравствуйте. мне нужно узнать мой расчётный счет
4502,не показывает код cvc при нажатии на кнопку показать код
4503,где посмотреть номер договора
4504,"00, 00 или 00?"
4505,подскажите номера счетов моих кредитов
4506,"здравствуйте,где я могу посмотреть номер карты"
4507,последние 0 цифры дебитовой карты 0000
4508,пришлите реквизиты зарплатной карты
4509,подскажите мне лицевой счёт и бик банка
4510,как посмотреть реквизиты карты ?
4511,здравствуйте! как получить реквизиты картой с подписью
4512,как узнать номер кредитного счёта ?
4513,можно мне номер моего расчетного счета ?
4514,добрый день как мне узнать реквизиты карты?
4515,где реквизиты счета?
4516,"добрый день! подскажи, пожалуйста, срок действия карты 0000"
4517,"здравствуйте, подскажите пожалуйста где можно получить реквизиты дебетовой карты в виде документа?"
4518,"здравствуйте, как узнать номер счета карты 0000"
4519,давайте оценю
4520,"оценить работу банка пока не могу, т. к. мой вопрос ещё не решён."
4521,"конечно же, ирина, к вам никаких претензий. я благодарен вам за ваши ответы. вашу работу я могу оценить только на отлично , но мне не было предложено это сделать в рамках этого чата."
4522,где отзывы написать
4523,то есть я не могу оценить даже работу
4524,а где оценку то ставить?
4525,а где аам оценку поставить?
4526,00.00.00 сумма покупки 000.00
4527,"не поняла, как оценку поставить."
4528,добрый день! подскажите когда ожидать сумму за отзыв? он опубликован
4529,описаться
4530,где можно оценить вашу работу?
4531,отзыв о представители
4532,как поставить оценку оператору
4533,"за все покупки 0 ,красота 0"
4534,разговор со специалистом влпда оценка 0
4535,отзыв
4536,хочу оценить работу оперативно чата
4537,"нажимаю что бы оценить , он открывает уведомления"
4538,"а еще мне вчера сообщили, что после консультации придёт запрос оценки консультации, но я так ничего и не получила"
4539,как поставить оценку
4540,а где иконка оценки
4541,спасибо а как оценить?
4542,"вы уже попросили оценку, а я еще даже к консультанту не попала"
4543,"мне перезвонят и прокомментирую оценку, к вам как к оператору большое спасибо, но к сожалению, реакция со стороны банка может только когда ставить оценки"
4544,"это просто вопрос жизни и смерти, очень надо оценить"
4545,пришлите оценку
4546,готов оценить на отлично
4547,согласен. но мне пока не предложило оценить
4548,"спасибо, татьяна! подскажите, оценка до 0 или 00?"
4549,не поняла как ставить оценку
4550,так это и есть ссылка на мой отзыв
4551,а где оценка
4552,сотруднику марии 0 баллов.по другому оценить не могу не отправляет смс.пишу в чате
4553,оценка вашей работы будет после разрешение технических моментов.
4554,"ок, оценю вашу работу отдельно от работы банка"
4555,хочу оценить категории кэшбека в этом месяце
4556,по какой шкале оценивать?
4557,а как вы его б идентифицировали б?
4558,виктории хочу поставить высокую оценку
4559,"здравствуйте, если отзыв поставили без оценки, под акцию я попадаю?"
4560,почему просят оценить работу сотрудника с которым я не общалась?
4561,"где посмотреть сам отзыв и его оценку, куда надо зайти"
4562,работу какого сотрудника я должен оценить? ни с кем из альфа банка не контактировал сегодня
4563,приложение показывает что нет
4564,почему нет счётчиков показаний
4565,верните нулевой счет баланса
4566,"добрый вечер. можно сделать так, чтобы видно было остаток по моей карте и по детской карте отдельно? неудобно, что ребёнок видит остаток на моей карте"
4567,"здравствуйте! сейчас открыла вклад, не вижу его"
4568,"я таки не понял почему сумма деньги не отображаются, не нашел причины"
4569,карта с общим счетом не отображается в приложении.
4570,с главное экрана случайно убрал инфу о карте с балансом как вернуть
4571,почему нельзя изменить сумму счета по дому?
4572,почему счет кредитной карты недоступен ?
4573,спасибо! а как отобразить брокерский счёт?
4574,когда вы обновите баланс?
4575,"извините , не заметил что нужная сумма не набралась"
4576,"да подскажите, других счётов нет?"
4577,"здравствуйте!скажите, пожалуйста, почему у меня нет кредитных средств?"
4578,почему я не вижу денег у себя на балансе?
4579,как найти скрытую карту
4580,отображение виджетов
4581,а карта в приложении останется и её можно будет пользоваться?
4582,почему я не вижу счета кредитной карты
4583,я открыл счёт на 000 тысяч. но он не отображается в приложении. это нормально?
4584,"добрый день! сейчас получилось, появилась нужная кнопка, раньше её не было ."
4585,у меня не показывает счета
4586,"нет. вопрос был был в том, как добавить в приложение еще одну карту тройка, чтобы она отражалась на главном экране."
4587,"как сделать так, чтобы карты детей были видны на главном экране"
4588,добрый день!счет кредитной карты показывает 0.почему?
4589,я открыл кредитную линию . на сумму 00000. на главном экране я не вижу окошка для перехода. чтобы вернуть деньги
4590,почему у меня пропала кредитная карта с главной страницы банка
4591,на карте 00000 рублей сейчас нету
4592,какой из моих счетов текущий?? на к отором должена лежать сумма 00000??
4593,"нет, не отображается. и счета этого нет."
4594,"привет, как избавиться от счетов которые стали появляться из непонятного источника?"
4595,почему при оплате счета не видно счётчиков
4596,почему не отображается баланс карты
4597,здравствуйте! получила новую карту но она не появляется. в приложении
4598,"а где это отображаться, чтобы посмотреть?"
4599,добрый день. опять нет карты 0000 в приложении.
4600,удалить счёта лишние
4601,"здравствуйте. возможно ли на главной странице приложения не показывать общий баланс, а отражать только сумму текущего счёта, без учёта накоплений?"
4602,"здравствуйте, почему у меня не появилась кредитная карта в приложении"
4603,я полностью погасила кредит почему не изменилось на главном экране
4604,куда исчезла дебетовая карта?
4605,показать на гл.экране экспресс счет!
4606,не вижу в новом приложении карту....0000
4607,"прошу объяснить на каком основании списание за альфа смарт,я ничего не подключала,если это инвесткопилка я требую отключить и вернуть мои 000 рубля"
4608,здравствуйте как правильно открыть инвест копилку
4609,сколько осталось налога на вывод инвест копилки?
4610,добрый день. второй день не могу закрыть счет инвесткопилки
4611,я так понимаю за покупки у меня снимаю деньги и за счёт этого пополняется инвесткопилка
4612,инвесткорилка пополняется ежемесячно?
4613,здравствуйте почему я не могу вывести деньги с инвест копилки не приходит смс
4614,"как мне открыть инвест копилку со стратегией инвестирования в фонд денежного рынка? так, чтобы каждый день на весь объем автоматом покупался фонд денежного рынка и продавался"
4615,как закрыть счёт инвесткопилки?
4616,где смотреть инвест счета на 00000 00000 00000
4617,почему не могу вывести деньги с инвест счета
4618,как понять работает инвест копилка или нет?
4619,обещали категорию 0 на всё за сохранение денег на инвесткопилке. я её не получила
4620,"здравствуйте. в этом месяце один из кешбэков 00 от покупки паев в альфа инвестициях. названия паев указаны на фото 0. но в инвест.приложении названия другие фото 0 , а указанных выше названий нет... это тоже самое?"
4621,"здравствуйте, у меня вопрос по поводу копилки. где я могу посмотреть текущий курс паев, и как он менялся со временем?"
4622,как вывести деньги с инвест копилки
4623,"здравствуйте! перевела сумму на инвесткопилку, но она не отображается, в чем проблема, она отображается в накоплениях, но в общей сумме ее нет, это как?"
4624,комиссия за вывод денег с инвесткопилки
4625,при закрытии инвесткопилки берут налог?
4626,"здравствуйте, у меня вопрос по инвесткопилке.совсем не понятно принцип работы. как происходит накопление. где накопление от дохода?"
4627,"здравствуйте! в инвесткапилке сделала настройку чтобы каждый понедельник счет автоматически пополнялся на 000 руб. с основного счёта. сегодня понедельник, а инветкапилка не пополнилась на 000 руб."
4628,куда исчезли деньги из инвест копилки?
4629,"здравствуйте. хочу вывести деньги с инвисткопилки, но почему то не получается."
4630,"здравствуйте, как поменять счёт на инвескопилке?"
4631,я про инвест копилку говорю
4632,инвесткапилка. вопрос ? когда начисляются проценты
4633,"я инвесткопилки деньги переводить на карту, мне смски пришел код а я ждала код не пришёл вовще, номер телефона правильно"
4634,"я не осуществояла перевода на 000 руб на инвесткопилку,списание произошло автоматически"
4635,"здравствуйте, у меня вопрос по инвесткопилке.при выводе частичной деньги за что снимается проценты?"
4636,как закрыть инвест копилку
4637,было переведено 00000 в инвесткопилку. почему их нигде не видно?
4638,как вывести инвесткопилку
4639,отключить автопополнение инвесткопилки
4640,"просто курьер сказала, что вознаграждение приходит через несколько дней после открытия инвест копилки. поэтому и решила уточнить."
4641,"добрый день! почему я второй день пытаюсь вывести деньги с копилки , подтверждаю смс, а деньги не приходят на счет?"
4642,инвест копилка открыта настроено автопополнение почему не пополняется каждый понедельник двадцать пятого августа не было пополнения первого сентября не было пополнения
4643,где посмотреть доходность инвест копилки?
4644,"здраствуйте, когда я могу вывести деньги с инфесткопилки?"
4645,добрый день. я получаю зарплату на карту альфа банка. я что не являюсь зарплатным клиентом? почему в инвест копилку не могу откладывать деньги с зарплаты? программа не даёт пишет вам надо стать зарплатным клиентом?...
4646,по инвесткопилке когда розыгрыш?
4647,где я могу посмотреть счёт инвесткопилки?
4648,"пожалуйста, закройте мой счёт инвесткопилки"
4649,"здравствуйте, у обманменя вопрос по инвесткопилке."
4650,"при открытии инвест копилки, писали про бонус в 0 тысячном эквиваленте, но почему то их нет"
4651,"в разделе выгода есть кэшбэк за покупку 0000, нажимаю открыть чтобы посмотреть и ничего не открывается и перебрасывает на главный экран"
4652,что за привилегии?
4653,"подскажите у меня выгода 0,0 пропала и стала всего xxxxx ? это с чем связано?"
4654,почему то не загружается предложение
4655,"но зайдя пишет, что нужно потратить 00000 по дебетовой карте чтобы была ставка 00"
4656,да в разделе выгода
4657,"не вижу мой кэшбэк, он ранее отражался в выгоде"
4658,не получила ответ. почему не отображается кэшбэк в разделе выгода
4659,здравствуйте! нужно держать большую сумму чтобы была какая то выгода от 0
4660,в реферальной программе написано выгода больше в счастливые дни
4661,когда мне выплатят 0000 тыс с раздела моя выгода ?
4662,"00 августа, суммы представлены на скринах"
4663,подарите 00 000?
4664,альфа выгода. как выбрать процент
4665,было предложение от банка в разделе выгода
4666,где эта витрина?
4667,барабан выгоды топливо
4668,что означает го
4669,почему за 00.00.00 не начислили выгоду?
4670,здравствуйте! подскажите двойная выгода за совет дебетовой карты действует только когда будет отдельное уведомление? или в какие то определённое дни?
4671,в приложении в разделе выгода исчезла информация о накопленном кэшбэке
4672,"что писать в основаниях, свидетельствующих о том что клиент действует к выгоде другого лица при проведении банковских операций и иных сделок?"
4673,"куда пропал кэшбек? сегодня днём он был, сейчас захожу во вкладку выгода мне предлагает оформить карту, хотя она у меня есть. не показывается, сколько у меня накопилось рублей в кэшбеке, было около xxxxx"
4674,"0000 , так как подавала приглашение в дни когда 0 выгода"
4675,"отключите,за 0 месяца выгоды не извлекла"
4676,где находится раздел моя выгода
4677,в разделе деньги на что угодно ?
4678,лимиты кэшбэка
4679,как понять раздел деньги на что угодно?
4680,"почему по вкладку выплачено всего 00,xxxxx?"
4681,"да эта ваша альфа выгода просто до тошноты, этот бабочный хоровод, это такой кич, вот реклама банка втб вот это класс смотреть приятно, а у вас полный отстой, кроме ненависти ничего не вызывает"
4682,а где находится ветрина в предложении
4683,а где посмотреть витрину
4684,эта покупка участвует в выгоде хобби?
4685,в разделе выгода одобрили нужную мне сумму но требуется посетить офис банка .
4686,аксессуары 0 отсутствуют
4687,счет на минимальный остаток расскажите в чем выгода
4688,"я уже отвечала, что не вижу выгоду"
4689,раздел моя выгода
4690,"добрый вечер, насколько я поняла, выгоды по этой карте у меня нет"
4691,не появилась кнопка посмотреть предложение
4692,о разделе деньги вперёд
4693,не вижу выгоду
4694,пришлите расчёт 000 000 на xxxxx и xxxxx
4695,альфа банк в егорьевска
4696,"какой смысл к вам записаться если у вас не работает время записи, только по чекам в терминале банка?"
4697,"татарстан. ютазинский район , посёлок уруссу, переулок строительный дом 0. 00000000000"
4698,"в тц колумбус кировоградская xxxxx 00.00 можно,"
4699,завтра я приеду альфа банк
4700,"ул. кузнецова, 0, екатеринбург, свердловская обл., 000000"
4701,"отделение банка в нашем городе альметьевск почему то не работает. не подскажете, когда откроется?"
4702,в станице павловской есть отделения? до скольки работают и могу ли сегодня получить карту?
4703,записаться в отделение
4704,как узнать где есть кассы альфа банк в ставропольском крае
4705,"скажите пожалуйста где я могу найти отделение вашего банка в городе бор, нижегородская обл"
4706,адрес офиса в дзержинске нижегородской области ?
4707,а есть открытые до 00 00? или 00?
4708,0000 000000 выдан отделением уфмс россии по калининградской области краснознаменского района
4709,я не помню куда я обращалась в 0000 году либо в отделение банка либо онлайн
4710,"да. сегодня я в безопасности получается. никаких действий, в ближайшие дни не планируется карательных? просто закрываю долг в течении данного срока и всё?"
4711,есть ли работа?
4712,какой филиал в спб работает в субботу?
4713,я не знаю где у вас отделения в рудничном районе
4714,"здравствуйте, а какое жку?"
4715,отделение банка находится на харьковской восемь но на карте он его не показывает показывает только банкомат
4716,здравствуйте. можно узнать ваш график работы.
4717,"здравствуйте, у вас есть филиал в кабардинке?"
4718,в субботу поеду в банк.
4719,"вечером только, сейчас я на работе"
4720,ближайшие отделения банка г.лысково
4721,адрес альфа страхование жизнь город йошкар ола
4722,впишите пожалуйста дубровин иван андреевич
4723,сегодня в россельхозбанке
4724,во вторник 00.00. через пииложение банка. и сегодня в офисе
4725,"ленинградская область, г. отрадное, ул. гагарина, д 00 кв. 00"
4726,компания зарегистрирована в москве но я работаю в региональном офисе
4727,все верно отделение банка москвы не помню думаю по моему оставленной заявке в системе можно посмотреть в архиве адрес ?
4728,"отделение банка в иваново, подскажите пожалуйста"
4729,офис в большом камне
4730,в отделении банка не принимают в назначенное время
4731,офис у метро международная в санкт петербурге по какому адресу
4732,"также организация в которой работал мбоу сош школа 00 адрес московская область, г. балашиха, ул. летная, д. 0. должность социальный педагог начало работы 00.00.0000"
4733,когда счастливые дни?
4734,дата начала работы после сокращения 00.00.0000 регистрация 00.00.0000
4735,здравствуйте я вчера записался по времени в банк только не могу найти вчерашнюю переписку и уточнить во сколько
4736,"новосибирск, дуси ковальчук, 000 0 отделение банка"
4737,"проверьте вы пожалуйста.ростовская область, г новочеркасск,пр платовский"
4738,"почему я записался на 00 часов, а отделение работает только с 00?"
4739,"пуш уведомления приходят но по другим операциям , а о переносе платежа ничего не приходит"
4740,добрый день. письма на электронной почте нет
4741,"добрый день! подскажите, почему мне стали приходить квитанции ? я не собственник горького 00 00"
4742,"всегда приходили во время , почему произошли изменения ?"
4743,пуш на смену номера не пришёл
4744,здравствуйте. почему мне не приходят сообщения о поступлении денег ?
4745,я уже 0 раза просила оставить только пуш уведомления! четыре
4746,почему не приходят смс о тратах
4747,почему не приходят пуш уведомлния
4748,"смс приходят только поступления, больше ничего"
4749,"а сами уведомления и смс подключились?просто мне перевод делали,а пришло пуш уведомление."
4750,уведомления не приходят
4751,пулы и уведомления отключены из за отсутствия оплаты. предположу что из за этого пуш не приходит
4752,приходит смс об оплате по поручению что это такое?
4753,не приходят смс уведомления. об операциях
4754,почему приходят такик смс?
4755,"я пуш отключила, но смс по операциям онлайн не приходят. посмотрите"
4756,"здравствуйте, мне на номер не приходят уведомления, смс коды"
4757,"добрый вечер, почему у меня не работают пуш уведомления ?"
